"","0","1","2","3","4","5","6","year","week"
"1089","Tunesien","Spunta","","96","","","","2020","07"
"1090","Zypern","Annabelle","100 / 112","112 / 120","96/102","102 / 108","104 / 112","2020","07"
"1091","Zypern","Spunta","80 / 88","","","","84 / 92","2020","07"
"1092","","","","Speiselagerkartoffeln","","","","2020","07"
"1093","Deutschland","Afra","44 / 52","","32/36","","","2020","07"
"1094","Deutschland","Agria","","40 / 44","","","36 / 38","2020","07"
"1095","Deutschland","Allians","","44 / 48","32 / 36","44 / 48","","2020","07"
"1096","Deutschland","Annabelle","38 / 84","40 / 50","","38 150","36 / 44","2020","07"
"1097","Deutschland","Belana","40 / 52","40 / 48","32 / 44","38 / 48","","2020","07"
"1098","Deutschland","Bintje","","","","","36 / 40","2020","07"
"1099","Deutschland","Cilena","38 / 52","","","","","2020","07"
"1100","Deutschland","Concordia","","44 / 48","","","","2020","07"
"1101","Deutschland","Désirée","","","","","36 / 38","2020","07"
"1102","Deutschland","Ditta","","","","","36 / 40","2020","07"
"1103","Deutschland","Gala","","48 / 52","","","","2020","07"
"1104","Deutschland","Goldmarie","","48 / 52","","","","2020","07"
"1105","Deutschland","Laura","42 152","44 /48","34/44","44 / 48","","2020","07"
"1106","Deutschland","Leyla","68 /76","44","","44 /48","","2020","07"
"1107","Deutschland","Lilly","","44","","","","2020","07"
"1108","Deutschland","Linda","32 / 44","","","44 / 48","","2020","07"
"1109","Deutschland","Madeira","44 / 52","","","","","2020","07"
"1110","Deutschland","Marabel","","40 / 52","","40 / 44","36 / 38","2020","07"
"1111","Deutschland","Melody","","40 / 44","","40 /44","","2020","07"
"1112","Deutschland","Nicola","","","","","36 / 40","2020","07"
"1113","Deutschland","Sieglinde","72 / 84","64","","","60 / 64","2020","07"
"1114","Frankreich","Agata","73 / 87","96 / 104","67/73","","","2020","07"
"1115","Frankreich","Charlotte","96 /112","","","","","2020","07"
"1116","Frankreich","Cherie","80 / 108","","","","","2020","07"
"1117","Frankreich","Santé","93 / 100","","","","","2020","07"
"1118","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","08"
"1119","","","","Speisefrühkartoffeln","","","","2020","08"
"1120","Italien","Annabelle","130 / 150","","","","128","2020","08"
"1121","Italien","Sieglinde","136 / 148","","","","128","2020","08"
"1122","Italien","Spunta","","124 / 128","","","","2020","08"
"1123","Tunesien","Spunta","96 / 104","96","","","","2020","08"
"1124","Zypern","Annabelle","100 / 116","108 / 112","96 / 102","102 / 110","104 / 112","2020","08"
"1125","Zypern","Spunta","80 / 88","","","","84 / 92","2020","08"
"1126","","","","Speiselagerkartoffeln","","","","2020","08"
"1127","Deutschland","Afra","44 52","","32 / 36","","","2020","08"
"1128","Deutschland","Agria","","40 / 44","","","38 40","2020","08"
"1129","Deutschland","Allians","","44 / 48","32 / 38","44 / 48","","2020","08"
"1130","Deutschland","Annabelle","38 / 84","40 / 50","","38 / 50","38 48","2020","08"
"1131","Deutschland","Belana","40 / 52","40 / 48","32 / 44","38 / 48","","2020","08"
"1132","Deutschland","Bintje","","","","","38 / 40","2020","08"
"1133","Deutschland","Cilena","38 / 52","","","","","2020","08"
"1134","Deutschland","Concordia","","44 / 48","","","","2020","08"
"1135","Deutschland","Désirée","","","","","38 / 42","2020","08"
"1136","Deutschland","Ditta","","","","","36 / 40","2020","08"
"1137","Deutschland","Gala","","48 / 52","","","","2020","08"
"1138","Deutschland","Goldmarie","","48 /52","","","","2020","08"
"1139","Deutschland","Laura","42 /52","44","34 / 44","44 / 48","","2020","08"
"1140","Deutschland","Leyla","68 /76","44","","44/48","","2020","08"
"1141","Deutschland","Lilly","","44","","","","2020","08"
"1142","Deutschland","Linda","32 /44","48","","44/48","","2020","08"
"1143","Deutschland","Madeira","44 / 52","","","","","2020","08"
"1144","Deutschland","Marabel","","40 / 52","","40 / 44","36 40","2020","08"
"1145","Deutschland","Melody","","40 / 44","","40 / 44","","2020","08"
"1146","Deutschland","Nicola","","","","","38 / 40","2020","08"
"1147","Deutschland","Sieglinde","72 / 84","64","","","60 / 64","2020","08"
"1148","Frankreich","Agata","73 / 87","96 / 104","67/73","","","2020","08"
"1149","Frankreich","Charlotte","96 / 112","","","","","2020","08"
"1150","Frankreich","Cherie","80 /100","","","","","2020","08"
"1151","Frankreich","Santé","93 / 100","","","","","2020","08"
"1152","Niederlande","Victoria","","48 / 52","","","","2020","08"
"1153","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","09"
"1154","","","","Speisefrühkartoffeln","","","","2020","09"
"1155","Italien","Annabelle","100 / 150","120","","","116 / 124","2020","09"
"1156","Italien","Sieglinde","136 / 148","","124 / 128","","116 / 124","2020","09"
"1157","Italien","Spunta","","120 / 128","","","","2020","09"
"1158","Tunesien","Spunta","100","96 / 100","","","","2020","09"
"1159","Zypern","Annabelle","100 / 116","108 / 112","92 / 100","102/110","104 / 112","2020","09"
"1160","Zypern","La Vie","","108 / 112","","","","2020","09"
"1161","Zypern","Spunta","80 / 88","","","","84 / 92","2020","09"
"1162","","","","Speiselagerkartoffeln","","","","2020","09"
"1163","Deutschland","Afra","44 / 52","","32 /36","","","2020","09"
"1164","Deutschland","Agria","","40 / 44","","","38 / 40","2020","09"
"1165","Deutschland","Allians","","44 / 48","32/38","44 / 48","","2020","09"
"1166","Deutschland","Annabelle","38 / 84","40 / 50","","38/50","38 / 48","2020","09"
"1167","Deutschland","Belana","40 52","40 / 48","32 / 44","36/48","","2020","09"
"1168","Deutschland","Bintie","","","","","38 / 40","2020","09"
"1169","Deutschland","Cilena","38 / 52","","","","","2020","09"
"1170","Deutschland","Désirée","","","","","38 /42","2020","09"
"1171","Deutschland","Ditta","","","","","36 / 40","2020","09"
"1172","Deutschland","Gala","","48 152","","","","2020","09"
"1173","Deutschland","Goldmarie","","48 / 52","","","","2020","09"
"1174","Deutschland","Laura","42 / 52","44","34/44","44 48","","2020","09"
"1175","Deutschland","Leyla","68 / 76","44","","44 / 48","","2020","09"
"1176","Deutschland","Lilly","","44","","","","2020","09"
"1177","Deutschland","Linda","32 / 44","48","","44 / 48","","2020","09"
"1178","Deutschland","Madeira","44 / 52","","","","","2020","09"
"1179","Deutschland","Marabel","","40 / 52","","40 / 44","36 / 40","2020","09"
"1180","Deutschland","Melody","","40 /44","","40 / 44","","2020","09"
"1181","Deutschland","Nicola","","","","","38 / 40","2020","09"
"1182","Deutschland","Sieglinde","72 84","64","","","60 / 64","2020","09"
"1183","Frankreich","Agata","73 87","96 /100","67 / 73","","","2020","09"
"1184","Frankreich","Charlotte","96 / 112","","","","","2020","09"
"1185","Frankreich","Cherie","80 / 100","","","","","2020","09"
"1186","Frankreich","Santé","112/120","","","","","2020","09"
"1187","Niederlande","Victoria","","48 / 52","","","","2020","09"
"1188","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","10"
"1189","","","","Speisefrühkartoffeln","","","","2020","10"
"1190","Italien","Annabelle","100 / 148","120 / 124","","","112 / 124","2020","10"
"1191","Italien","Nicola","","","","","112 / 124","2020","10"
"1192","Italien","Sieglinde","136 / 148","138 / 144","124 / 128","","112 / 124","2020","10"
"1193","Italien","Spunta","136 / 148","","","","","2020","10"
"1194","Marokko","Nicola","113 / 123","","","","80 / 90","2020","10"
"1195","Tunesien","Spunta","100","96 / 100","","","","2020","10"
"1196","Zypern","Annabelle","104 / 120","108 / 112","92/100","","96 / 112","2020","10"
"1197","Zypern","La Vie","","108 / 112","","","","2020","10"
"1198","Zypern","Spunta","84/92","","","","80 / 92","2020","10"
"1199","","","","Speiselagerkartoffeln","","","","2020","10"
"1200","Deutschland","Afra","44 / 52","","32/36","","","2020","10"
"1201","Deutschland","Agria","","40 / 44","","","38 / 40","2020","10"
"1202","Deutschland","Allians","","44 / 48","32/38","","","2020","10"
"1203","Deutschland","Annabelle","38 / 84","40 / 50","","","38 / 48","2020","10"
"1204","Deutschland","Belana","40 / 52","40 /48","32 / 44","","","2020","10"
"1205","Deutschland","Bintje","","","","","38 / 42","2020","10"
"1206","Deutschland","Cilena","38 / 52","","","","","2020","10"
"1207","Deutschland","Désirée","","","","","38 / 42","2020","10"
"1208","Deutschland","Ditta","","","","","36 / 40","2020","10"
"1209","Deutschland","Goldmarie","","48 / 52","","","","2020","10"
"1210","Deutschland","Laura","42 / 52","44","34/44","","","2020","10"
"1211","Deutschland","Leyla","68 / 76","44","","","","2020","10"
"1212","Deutschland","Lilly","","44","","","","2020","10"
"1213","Deutschland","Linda","32 / 44","48","","","","2020","10"
"1214","Deutschland","Madeira","44 / 52","","","","","2020","10"
"1215","Deutschland","Marabel","","40 / 52","","","36 40","2020","10"
"1216","Deutschland","Melody","","40 / 44","","","","2020","10"
"1217","Deutschland","Nicola","","","","","38 / 40","2020","10"
"1218","Deutschland","Sieglinde","72 / 84","64","","","60 / 64","2020","10"
"1219","Frankreich","Agata","73 / 87","96 / 104","67/73","","","2020","10"
"1220","Frankreich","Charlotte","104 / 112","","","","","2020","10"
"1221","Frankreich","Cherie","80 / 100","","","","","2020","10"
"1222","Frankreich","Santé","93 / 100","","","","","2020","10"
"1223","Niederlande","Victoria","","48 /52","","","","2020","10"
"1224","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","11"
"1225","","","","Speisefrühkartoffeln","","","","2020","11"
"1226","Italien","Annabelle","100 / 148","","","","112 / 120","2020","11"
"1227","Italien","Nicola","","","","","112 / 120","2020","11"
"1228","Italien","Sieglinde","136 / 148","128 / 140","124 / 128","","112 / 128","2020","11"
"1229","Italien","Spunta","136 / 148","","","","108 / 120","2020","11"
"1230","Marokko","Nicola","73 / 93","63 / 70","","","70 / 87","2020","11"
"1231","Tunesien","Spunta","","96 / 100","","","","2020","11"
"1232","Zypern","Annabelle","104 / 120","108 / 112","92 /100","102 / 108","96 / 104","2020","11"
"1233","Zypern","La Vie","","108 / 112","","","","2020","11"
"1234","Zypern","Spunta","84 / 92","","","","80 / 88","2020","11"
"1235","","","","Speiselagerkartoffeln","","","","2020","11"
"1236","Deutschland","Afra","44 / 52","","32/36","","","2020","11"
"1237","Deutschland","Agria","","40 / 44","","","38 / 40","2020","11"
"1238","Deutschland","Allians","","44 / 48","32/38","44 /48","","2020","11"
"1239","Deutschland","Annabelle","38 / 84","40 / 50","","40 /60","38 / 48","2020","11"
"1240","Deutschland","Belana","40 / 52","40 / 48","32/44","38 /48","","2020","11"
"1241","Deutschland","Bintje","","","","","38 / 42","2020","11"
"1242","Deutschland","Cilena","38 / 52","","","","","2020","11"
"1243","Deutschland","Désirée","","","","","38 / 42","2020","11"
"1244","Deutschland","Ditta","","","","","36 / 40","2020","11"
"1245","Deutschland","Goldmarie","","48 / 52","","","","2020","11"
"1246","Deutschland","Laura","42 / 52","44","34 / 44","44 / 48","","2020","11"
"1247","Deutschland","Leyla","68 / 76","44","","44 / 48","","2020","11"
"1248","Deutschland","Lilly","","44","","","","2020","11"
"1249","Deutschland","Linda","32 / 44","48","","44/48","","2020","11"
"1250","Deutschland","Madeira","44 / 52","","","","","2020","11"
"1251","Deutschland","Marabel","","40 152","","40 / 44","36 / 40","2020","11"
"1252","Deutschland","Melody","","40 /44","","10 4 44","","2020","11"
"1253","Deutschland","Nicola","","","","","38 / 40","2020","11"
"1254","Deutschland","Sieglinde","72 / 84","64","","","60 /64","2020","11"
"1255","Frankreich","Agata","73 / 87","96 / 104","67 / 73","","","2020","11"
"1256","Frankreich","Charlotte","104 / 112","","","","","2020","11"
"1257","Frankreich","Cherie","80 / 100","","","","","2020","11"
"1258","Frankreich","Sanira","93 / 100","","","","","2020","11"
"1259","Niederlande","Victoria","","48 / 52","","","","2020","11"
"1260","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","22"
"1261","","","","Speisefrühkartoffeln","","","","2020","22"
"1262","Deutschland","Annabelle","104 / 112","100 / 104","88 / 96","","96 / 104","2020","22"
"1263","Deutschland","Berber","104 / 112","98 / 104","","","92 / 100","2020","22"
"1264","Italien","Annabelle","80 / 120","","","","80 / 88","2020","22"
"1265","Italien","Nicola","","","","","68 / 76","2020","22"
"1266","Italien","Sieglinde","80 / 104","88 192","64 / 120","","72 / 80","2020","22"
"1267","Italien","Spunta","72 / 104","80","64","","60 / 68","2020","22"
"1268","Marokko","Nicola","67 / 87","","","","","2020","22"
"1269","Spanien","Spunta","","100","","","","2020","22"
"1270","Zypern","Annabelle","112 / 124","92/104","76 / 80","","96 / 104","2020","22"
"1271","","","","Speiselagerkartoffeln","","","","2020","22"
"1272","Deutschland","Afra","48 / 56","","","","","2020","22"
"1273","Deutschland","Agria","","","","","32 / 36","2020","22"
"1274","Deutschland","Annabelle","","42/52","","","34 / 48","2020","22"
"1275","Deutschland","Belana","48 / 56","42 / 52","32 / 44","","","2020","22"
"1276","Deutschland","Bintje","","","","","32 / 38","2020","22"
"1277","Deutschland","Cilena","40 / 58","","","","","2020","22"
"1278","Deutschland","Ditta","","","","","34 / 38","2020","22"
"1279","Deutschland","Laura","48 / 56","","34/44","","","2020","22"
"1280","Deutschland","Madeira","48 / 56","","","","","2020","22"
"1281","Deutschland","Marabel","","48 / 50","","","32 / 36","2020","22"
"1282","Frankreich","Agata","73 / 87","","","","","2020","22"
"1283","Frankreich","Charlotte","96 / 104","","","","","2020","22"
"1284","Frankreich","Cherie","160 / 180","","","","","2020","22"
"1285","Frankreich","Santé","87 / 100","","","","","2020","22"
"1286","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","23"
"1287","","","","Speisefrühkartoffeln","","","","2020","23"
"1288","Deutschland","Annabelle","104 / 112","100","80 / 88","","92 / 100","2020","23"
"1289","Deutschland","Berber","104 / 112","92 / 96","80 / 84","","88 / 96","2020","23"
"1290","Deutschland","Laura","","","80 / 84","","","2020","23"
"1291","Deutschland","Linda","","","80 / 84","","","2020","23"
"1292","Italien","Annabelle","80 / 120","80 / 84","","","80 / 88","2020","23"
"1293","Italien","Nicola","","","","","68 / 76","2020","23"
"1294","Italien","Sieglinde","80 / 104","72 / 88","64 / 120","","72 / 80","2020","23"
"1295","Italien","Spunta","72 / 104","72 / 76","","","60 / 68","2020","23"
"1296","Marokko","Nicola","67 / 87","","","","","2020","23"
"1297","Spanien","Spunta","","100","","","","2020","23"
"1298","Zypern","Allians","","","76 / 80","","","2020","23"
"1299","Zypern","Annabelle","112 / 124","80 / 84","76 / 80","","96 / 104","2020","23"
"1300","","","","Speiselagerkartoffeln","","","","2020","23"
"1301","Deutschland","Afra","48 / 56","","","","","2020","23"
"1302","Deutschland","Agria","","","","","32 / 36","2020","23"
"1303","Deutschland","Annabelle","","50 / 52","","","34 / 48","2020","23"
"1304","Deutschland","Belana","48 / 56","50 / 52","32 / 36","","","2020","23"
"1305","Deutschland","Bintje","","","","","32 / 38","2020","23"
"1306","Deutschland","Cilena","40 / 58","","","","","2020","23"
"1307","Deutschland","Ditta","","","","","34 / 38","2020","23"
"1308","Deutschland","Laura","48 / 56","","32/44","","","2020","23"
"1309","Deutschland","Madeira","48 / 56","","","","","2020","23"
"1310","Deutschland","Marabel","","48 / 50","","","32 /36","2020","23"
"1311","Frankreich","Agata","73 / 87","","","","","2020","23"
"1312","Frankreich","Charlotte","96 / 104","","","","","2020","23"
